text,aspek,sentiment,hotel,lokasi,kamar,pelayanan,makanan,harga
parkir ada basement,hotel,positive,1,0,0,0,0,0
fasilitas ruang_rapat oke,hotel,positive,1,0,0,0,0,0
masuk lobi suasana megah mewah kental bau tradisional,hotel,positive,1,0,0,0,0,0
fasilitas lengkap pusat kebugaran pool fitness spa lounge toko oleh_oleh,hotel,positive,1,0,0,0,0,0
suasana klasik mewah memberi kesan bagus,hotel,positive,1,0,0,0,0,0
lobi luas dilengkapi perpustakaan,hotel,positive,1,0,0,0,0,0
tempat arsitek suka cocok banyak spot foto,hotel,positive,1,0,0,0,0,0
ambience cantik bar oke ada ruang_rapat,hotel,positive,1,0,0,0,0,0
taman berasa eropa,hotel,positive,1,0,0,0,0,0
hotel instagrammable,hotel,positive,1,0,0,0,0,0
desain interior kamar bagus minimalis modern,hotel,positive,1,0,0,0,0,0
desain interior kamar bagus,hotel,positive,1,0,0,0,0,0
setiap sudut hotel bagus cocok foto ootd instagrammable,hotel,positive,1,0,0,0,0,0
tempat lucu instagrammable,hotel,positive,1,0,0,0,0,0
suka interior hotel lantai sampai pemilihan warna interior sederhana cantik,hotel,positive,1,0,0,0,0,0
memiliki desain interior eksterior cantik,hotel,positive,1,0,0,0,0,0
semua sudut instagrammable cocok kaum muda suka foto,hotel,positive,1,0,0,0,0,0
desain hotel instagrammable awal masuk banyak barang etnik hiasan ruangan,hotel,positive,1,0,0,0,0,0
ada ruang terbuka perokok,hotel,positive,1,0,0,0,0,0
ada bioskop mini pijat,hotel,positive,1,0,0,0,0,0
pemandangan skybar cantik,hotel,positive,1,0,0,0,0,0
lobi besar banyak kursi,hotel,positive,1,0,0,0,0,0
ruang_rapat presentatif,hotel,positive,1,0,0,0,0,0
skybar pool area publik instagrammable,hotel,positive,1,0,0,0,0,0
rooftop bar keren,hotel,positive,1,0,0,0,0,0
betah lama skybar pool,hotel,positive,1,0,0,0,0,0
skybar cenderung sepi,hotel,positive,1,0,0,0,0,0
ada rooftop bisa digunakan berbagai acara,hotel,positive,1,0,0,0,0,0
rooftop juara waktu sunset bagus,hotel,positive,1,0,0,0,0,0
ada fasilitas spa lantai atas,hotel,positive,1,0,0,0,0,0
pemandangan rooftop bar bagus enak santai,hotel,positive,1,0,0,0,0,0
ada skybar cafe menikmati petang jogja alunan live_music,hotel,positive,1,0,0,0,0,0
warna motif karpet lorong kamar instagrammable,hotel,positive,1,0,0,0,0,0
mengusung kampanye lingkungan hijau mengurangi sampah plastik,hotel,positive,1,0,0,0,0,0
ada taman vertikal beragam tanaman bunga dijadikan spot foto,hotel,positive,1,0,0,0,0,0
skybar asik pool top,hotel,positive,1,0,0,0,0,0
ada live_music bar,hotel,positive,1,0,0,0,0,0
pool lounge bar asik dinikmati malam_hari,hotel,positive,1,0,0,0,0,0
skybar cocok makan_malam romantis,hotel,positive,1,0,0,0,0,0
ada skybar,hotel,positive,1,0,0,0,0,0
ada bar,hotel,positive,1,0,0,0,0,0
banyak spot foto rooftop skybar pool,hotel,positive,1,0,0,0,0,0
ada live_music akustip setiap selasa kamis,hotel,positive,1,0,0,0,0,0
hotel menyediakan sepeda disewakan tamu,hotel,positive,1,0,0,0,0,0
ada pertunjukan tari bali,hotel,positive,1,0,0,0,0,0
ballroom luas cocok acara konser ulang_tahun acara besar,hotel,positive,1,0,0,0,0,0
ada ruang super luas konser maupun gala_dinner,hotel,positive,1,0,0,0,0,0
aroma therapy hotel lekat suasana yogyakarta,hotel,positive,1,0,0,0,0,0
hall luas,hotel,positive,1,0,0,0,0,0
akustik gedung bagus cocok rapat besar koser musik,hotel,positive,1,0,0,0,0,0
ruang_rapat luas mudah dijangkau elegan bisa konser,hotel,positive,1,0,0,0,0,0
tempat cocok acara wedding,hotel,positive,1,0,0,0,0,0
akses lift validasi kunci kamar cukup aman,hotel,positive,1,0,0,0,0,0
ada fasilitas pool live_music,hotel,positive,1,0,0,0,0,0
mushalla nyaman,hotel,positive,1,0,0,0,0,0
fasilitas pool gym sausana spa berfungsi baik,hotel,positive,1,0,0,0,0,0
ballroom bagus luas acara wedding,hotel,positive,1,0,0,0,0,0
tempat olahraga bersih lengkap,hotel,positive,1,0,0,0,0,0
olahraga disediakan ruang fitness lengkap,hotel,positive,1,0,0,0,0,0
dapat lari pagi keliling lapangan golf pemandangan indah,hotel,positive,1,0,0,0,0,0
koneksi wifi baik stabil,hotel,positive,1,0,0,0,0,0
fasilitas gym dua_empat_jam,hotel,positive,1,0,0,0,0,0
pool cantik nuansa tradisional romantis,hotel,positive,1,0,0,0,0,0
ada lapangan golf luas,hotel,positive,1,0,0,0,0,0
hotel menawarkan macam program customer pertunjukan ramayana keliling hotel andong_tour,hotel,positive,1,0,0,0,0,0
disuguhi tarian tradisional jawa,hotel,positive,1,0,0,0,0,0
suasana nyaman dekorasi unsur jawa musik nuansa jawa,hotel,positive,1,0,0,0,0,0
arsitektur menarik mirip candi,hotel,positive,1,0,0,0,0,0
suasana asri,hotel,positive,1,0,0,0,0,0
ada playground taman jalan_jalan,hotel,positive,1,0,0,0,0,0
maintenance hotel baik,hotel,positive,1,0,0,0,0,0
kedalaman pool variatif,hotel,positive,1,0,0,0,0,0
parkir cukup memadai,hotel,positive,1,0,0,0,0,0
suasana rumahan ada taman kolam_ikan pohon,hotel,positive,1,0,0,0,0,0
lingkungan asri penuh pepohonan,hotel,positive,1,0,0,0,0,0
spot favorit taman tempat sarapan pagi,hotel,positive,1,0,0,0,0,0
desain lobi koridor keren warna_warni,hotel,positive,1,0,0,0,0,0
hotel unik konsep santai warna_warni bikin mata betah,hotel,positive,1,0,0,0,0,0
banyak spot foto selfie cocok anak_muda,hotel,positive,1,0,0,0,0,0
lobi unik banyak kursi nyaman santai,hotel,positive,1,0,0,0,0,0
lobi tersedia bahan bacaan koran majalah,hotel,positive,1,0,0,0,0,0
terdapat lukisan mural artistik,hotel,positive,1,0,0,0,0,0
pool banyak daun,hotel,positive,1,0,0,0,0,0
pool kecil tidak_memiliki pemandangan bagus,hotel,positive,1,0,0,0,0,0
ada rooftop kamar_renang anak suka pemandangan,hotel,positive,1,0,0,0,0,0
kecepatan wifi super duper mantap,hotel,positive,1,0,0,0,0,0
akses kamar pakai lift menggunakan kartu sehingga aman,hotel,positive,1,0,0,0,0,0
suka pool air_hangat,hotel,positive,1,0,0,0,0,0
konsep keren jawa modern,hotel,positive,1,0,0,0,0,0
pool air_hangat renang malam enak,hotel,positive,1,0,0,0,0,0
area satu hotel luas model etnik jawa ada tanaman gantung,hotel,positive,1,0,0,0,0,0
pool seperti pool pribadi,hotel,positive,1,0,0,0,0,0
ada pertunjukan seni seperti konser musik,hotel,positive,1,0,0,0,0,0
prokes setiap_jam ada penyemprotan khusus,hotel,positive,1,0,0,0,0,0
ballroom luas tinggi,hotel,positive,1,0,0,0,0,0
parkiran luas,hotel,positive,1,0,0,0,0,0
interior hotel mewah menggunakan marmet lampu kristal,hotel,positive,1,0,0,0,0,0
hotel cocok acara wedding ulang_tahung gathering,hotel,positive,1,0,0,0,0,0
wifi ngebut,hotel,positive,1,0,0,0,0,0
ada kolam air_panas sauna,hotel,positive,1,0,0,0,0,0
hotel ada akses khusus food_centrum,hotel,positive,1,0,0,0,0,0
banyak tempat foto instagrammable,hotel,positive,1,0,0,0,0,0
tempat outdoor sempurna lokasi wedding,hotel,positive,1,0,0,0,0,0
ada bar hadap pool cantik,hotel,positive,1,0,0,0,0,0
ada kolam anak,hotel,positive,1,0,0,0,0,0
parkiran kendaraan luas enak bawa kendaraan,hotel,positive,1,0,0,0,0,0
pool lebar,hotel,positive,1,0,0,0,0,0
pool bar daya tarik traveler,hotel,positive,1,0,0,0,0,0
hotel menyediakan jasa sewa motor,hotel,positive,1,0,0,0,0,0
infinity pool pemandangan hutan lembah,hotel,positive,1,0,0,0,0,0
ada jogging_track mencakup area sungai lembah kebun_bunga hutan_bambu,hotel,positive,1,0,0,0,0,0
ada taman berbagai tanaman kebun_bunga area jogging_track,hotel,positive,1,0,0,0,0,0
infinity pool air hangat cocok berlibur,hotel,positive,1,0,0,0,0,0
kegiatan anak cukup banyak indoor outdoor,hotel,positive,1,0,0,0,0,0
infinity pool panjang ada heater,hotel,positive,1,0,0,0,0,0
ada fasilitas memberi makan burung merapi,hotel,positive,1,0,0,0,0,0
kidsclub bagus mainan cukup aktivitas banyak,hotel,positive,1,0,0,0,0,0
animal garden pas,hotel,positive,1,0,0,0,0,0
pool keren panjang luas air_hangat,hotel,positive,1,0,0,0,0,0
ada air_terjun kecil,hotel,positive,1,0,0,0,0,0
lobi luas terbuka nyaman instagrammable,hotel,positive,1,0,0,0,0,0
tempat gym elegant,hotel,positive,1,0,0,0,0,0
ada aula rapat kapasitas seratus orang,hotel,positive,1,0,0,0,0,0
sound_system aula bagus,hotel,positive,1,0,0,0,0,0
lapangan luas bisa acara outdoor,hotel,positive,1,0,0,0,0,0
ada wahana bermain anak,hotel,positive,1,0,0,0,0,0
lobi disuguhkan suara gamelan,hotel,positive,1,0,0,0,0,0
lobi tidak_disediakan banyak sofa,hotel,positive,1,0,0,0,0,0
ada game_center,hotel,positive,1,0,0,0,0,0
ada kolam_renang disediakan handuk,hotel,positive,1,0,0,0,0,0
tambah papan petunjuk_jalan,hotel,negative,-1,0,0,0,0,0
kapasitas lift kecil,hotel,negative,-1,0,0,0,0,0
tidak_ada arah petunjuk_jalan,hotel,negative,-1,0,0,0,0,0
petunjuk_jalan tempat masuk tidak_terlihat,hotel,negative,-1,0,0,0,0,0
jalan satu arah papan nama hotel tidak_kelihatan,hotel,negative,-1,0,0,0,0,0
area parkir gejayan sempit,hotel,negative,-1,0,0,0,0,0
wifi kurang,hotel,negative,-1,0,0,0,0,0
sinyal lemah kamar,hotel,negative,-1,0,0,0,0,0
wifi lambat,hotel,negative,-1,0,0,0,0,0
parkiran sempit,hotel,negative,-1,0,0,0,0,0
parkir sulit sempit,hotel,negative,-1,0,0,0,0,0
tempat_parkir tidak_memadai,hotel,negative,-1,0,0,0,0,0
tempat_parkir kecil,hotel,negative,-1,0,0,0,0,0
wifi tidak_sampai kamar,hotel,negative,-1,0,0,0,0,0
lahan parkir terbatas,hotel,negative,-1,0,0,0,0,0
parkir gedung tidak_ada ruangan putar balik,hotel,negative,-1,0,0,0,0,0
parkiran sebaiknya diberi atap tidak_kehujanan,hotel,negative,-1,0,0,0,0,0
tidak_ada pool,hotel,negative,-1,0,0,0,0,0
parkir sulit,hotel,negative,-1,0,0,0,0,0
hotel sempit,hotel,negative,-1,0,0,0,0,0
hanya ada satu lift,hotel,negative,-1,0,0,0,0,0
koridor panas,hotel,negative,-1,0,0,0,0,0
sinyal wifi lemah,hotel,negative,-1,0,0,0,0,0
kotor tempat_bilas pool,hotel,negative,-1,0,0,0,0,0
lift bocor,hotel,negative,-1,0,0,0,0,0
pool hanya ada dua tempat duduk,hotel,negative,-1,0,0,0,0,0
wifi lemot,hotel,negative,-1,0,0,0,0,0
parkir tidak_ada atap gelap tidak_ada penerangan,hotel,negative,-1,0,0,0,0,0
perbaiki gym center pool,hotel,negative,-1,0,0,0,0,0
parkiran mobil terbuka,hotel,negative,-1,0,0,0,0,0
tidak_ada parkiran basement,hotel,negative,-1,0,0,0,0,0
parkiran outdoor,hotel,negative,-1,0,0,0,0,0
parkir mobil terbatas,hotel,negative,-1,0,0,0,0,0
kolam terlihat berantakan,hotel,negative,-1,0,0,0,0,0
air pool kotor banyak pasir batu kecil,hotel,negative,-1,0,0,0,0,0
kebersihan lantai lobi resepsionis gym pool banyak debu,hotel,negative,-1,0,0,0,0,0
wifi tidak_bisa diakses,hotel,negative,-1,0,0,0,0,0
tempat penerimaan tamu seperti pos satpam,hotel,negative,-1,0,0,0,0,0
wifi kadang bisa kadang tidak,hotel,negative,-1,0,0,0,0,0
kendala wifi hidup_mati,hotel,negative,-1,0,0,0,0,0
tidak_ada genset,hotel,negative,-1,0,0,0,0,0
rebutan parkir,hotel,negative,-1,0,0,0,0,0
internet lambat suka terputus,hotel,negative,-1,0,0,0,0,0
pool kecil,hotel,negative,-1,0,0,0,0,0
parkir kecil,hotel,negative,-1,0,0,0,0,0
jalan area parkir belokan tajam sempit,hotel,negative,-1,0,0,0,0,0
parkiran sulit,hotel,negative,-1,0,0,0,0,0
susah cari parkir,hotel,negative,-1,0,0,0,0,0
fasilitas peralatan renang tidak_memadai pelampung bocor,hotel,negative,-1,0,0,0,0,0
tidak_ada kids play area,hotel,negative,-1,0,0,0,0,0
genset tidak_bisa nyala,hotel,negative,-1,0,0,0,0,0
kecewa musibah bocor drainase,hotel,negative,-1,0,0,0,0,0
tempat_parkir sulit terbatas,hotel,negative,-1,0,0,0,0,0
wifi tidak_nyaman login lemot,hotel,negative,-1,0,0,0,0,0
lorong banyak asap rokok,hotel,negative,-1,0,0,0,0,0
fasilitas tua,hotel,negative,-1,0,0,0,0,0
lift panas,hotel,negative,-1,0,0,0,0,0
lorong kamar gelap,hotel,negative,-1,0,0,0,0,0
jarak lift jauh lobi,hotel,negative,-1,0,0,0,0,0
pool kotor tidak_perawatan,hotel,negative,-1,0,0,0,0,0
tidak_ada high chair anak,hotel,negative,-1,0,0,0,0,0
wifi terputus,hotel,negative,-1,0,0,0,0,0
tidak_ada parkir motor,hotel,negative,-1,0,0,0,0,0
tidak_ada connecting_room,hotel,negative,-1,0,0,0,0,0
minum sharing satu dispenser lorong luar kamar,hotel,negative,-1,0,0,0,0,0
pool tidak_privasi,hotel,negative,-1,0,0,0,0,0
tombol lift tidak_berfungsi,hotel,negative,-1,0,0,0,0,0
kendaraan parkir pinggir_jalan,hotel,negative,-1,0,0,0,0,0
hotel tua seram,hotel,negative,-1,0,0,0,0,0
wifi down,hotel,negative,-1,0,0,0,0,0
tempat tidak_ramah_anak,hotel,negative,-1,0,0,0,0,0
lokasi tidak_ramah_anak,hotel,negative,-1,0,0,0,0,0
hotel tidak_ramah_anak,hotel,negative,-1,0,0,0,0,0
tidak_ramah_anak,hotel,negative,-1,0,0,0,0,0
tidak_ada grab wheel,hotel,negative,-1,0,0,0,0,0
fasilitas mirip hotel bintang_satu,hotel,negative,-1,0,0,0,0,0
jarak lobi kamar jauh seram,hotel,negative,-1,0,0,0,0,0
koridor kamar gelap,hotel,negative,-1,0,0,0,0,0
tidak_ada lift pakai tangga manual,hotel,negative,-1,0,0,0,0,0
tidak_ada petunjuk lobi,hotel,negative,-1,0,0,0,0,0
tidak_ada resto,hotel,negative,-1,0,0,0,0,0
sinyal hilang masuk kamar,hotel,negative,-1,0,0,0,0,0
kamar bebas sinyal handphone,hotel,negative,-1,0,0,0,0,0
sinyal telepon tidak_dapat diperoleh,hotel,negative,-1,0,0,0,0,0
kolam kotor,hotel,negative,-1,0,0,0,0,0
lahan parkir kecil,hotel,negative,-1,0,0,0,0,0
aktivitas anak hanya pool,hotel,negative,-1,0,0,0,0,0
pool seperti rumah hantu,hotel,negative,-1,0,0,0,0,0
bangunan lama,hotel,negative,-1,0,0,0,0,0
sebaiknya ada petunjuk keselamatan balik pintu_kamar,hotel,negative,-1,0,0,0,0,0
tidak_tertera nama guest house,hotel,negative,-1,0,0,0,0,0
hotel seram,hotel,negative,-1,0,0,0,0,0
penerangan lampu lobi kurang,hotel,negative,-1,0,0,0,0,0
hotel cukup tua,hotel,negative,-1,0,0,0,0,0
tidak_ada wifi,hotel,negative,-1,0,0,0,0,0
pool monoton,hotel,negative,-1,0,0,0,0,0
hotel luar tampak kecil,hotel,negative,-1,0,0,0,0,0
hanya pool kecil,hotel,negative,-1,0,0,0,0,0
kecil kolam,hotel,negative,-1,0,0,0,0,0
tambah permainan playground,hotel,negative,-1,0,0,0,0,0
parkir sulit penuh,hotel,negative,-1,0,0,0,0,0
oke semua kecuali wifi,hotel,negative,-1,0,0,0,0,0
hotel model lama,hotel,negative,-1,0,0,0,0,0
wifi bisa lebih_kencang,hotel,negative,-1,0,0,0,0,0
koridor seperti kos,hotel,negative,-1,0,0,0,0,0
pembatasan jumlah pengunjung pool,hotel,negative,-1,0,0,0,0,0
tampak monoton ala apartemen,hotel,negative,-1,0,0,0,0,0
bau limbah bau tidak_enak,hotel,negative,-1,0,0,0,0,0
pool hanya cukup cuci kaki,hotel,negative,-1,0,0,0,0,0
kolam kecil buruk,hotel,negative,-1,0,0,0,0,0
toilet parkir luar kumuh,hotel,negative,-1,0,0,0,0,0
tidak_ada parkir driver,hotel,negative,-1,0,0,0,0,0
parkir jauh,hotel,negative,-1,0,0,0,0,0
parkir sulit hujan tempat terbuka,hotel,negative,-1,0,0,0,0,0
sekat ruang_rapat tidak_kedap_suara bising ruang sebelah,hotel,negative,-1,0,0,0,0,0
ruang_rapat kecil,hotel,negative,-1,0,0,0,0,0
tata_ruang_rapat lebih_diperhatikan aksesbilitasnya,hotel,negative,-1,0,0,0,0,0
petunjuk_arah tidak_terlihat,hotel,negative,-1,0,0,0,0,0
petunjuk parkir tidak_jelas,hotel,negative,-1,0,0,0,0,0
tempat_parkir tidak_memuaskan,hotel,negative,-1,0,0,0,0,0
tidak_ada payung pihak hotel,hotel,negative,-1,0,0,0,0,0
fasilitas olahraga minimalis pool kecil kecewa,hotel,negative,-1,0,0,0,0,0
kualitas sound system rusak membuat mood tidak_nyaman,hotel,negative,-1,0,0,0,0,0
parkir basement bau,hotel,negative,-1,0,0,0,0,0
minim lahan parkir,hotel,negative,-1,0,0,0,0,0
pool buruk,hotel,negative,-1,0,0,0,0,0
hotel terlihat usang,hotel,negative,-1,0,0,0,0,0
interior usang perlu pemugaran,hotel,negative,-1,0,0,0,0,0
hotel kuno usang peralatannya,hotel,negative,-1,0,0,0,0,0
hotel panas,hotel,negative,-1,0,0,0,0,0
hotel lama,hotel,negative,-1,0,0,0,0,0
wifi bisa digunakan lancar hanya area kamar,hotel,negative,-1,0,0,0,0,0
toilet tempat driver kotor menjijikan,hotel,negative,-1,0,0,0,0,0
tidak_ada klub anak,hotel,negative,-1,0,0,0,0,0
sekitaran pool anak licin,hotel,negative,-1,0,0,0,0,0
berkunjung sedikit kecewa tidak_bisa menggunakan fasilitas sepeda hotel reservasi rombongan tamu,hotel,negative,-1,0,0,0,0,0
sayang pool sedikit kotor,hotel,negative,-1,0,0,0,0,0
lebih diperhatikan kebersihan toilet dekat pool,hotel,negative,-1,0,0,0,0,0
ruang klub ditutup pengaruh corona,hotel,negative,-1,0,0,0,0,0
cukup kecewa aktivitas hotel bertidak_keistimewaan hanya cocktail malam,hotel,negative,-1,0,0,0,0,0
tidak_ada mobil golf,hotel,negative,-1,0,0,0,0,0
fasilitas banyak rusak terutama lift,hotel,negative,-1,0,0,0,0,0
banyak mobil parkir sembarangan,hotel,negative,-1,0,0,0,0,0
tidak_ada pool chair relaxed area kolam hanya ada meja kursi layaknya warung,hotel,negative,-1,0,0,0,0,0
pool resto tutup covid,hotel,negative,-1,0,0,0,0,0
parkir basement cukup sempit,hotel,negative,-1,0,0,0,0,0
bangunan tua selot pintu rusak,hotel,negative,-1,0,0,0,0,0
fasilitas jauh dibayangkan,hotel,negative,-1,0,0,0,0,0
wifi masih oke streaming video putus putus dipakai voice call,hotel,negative,-1,0,0,0,0,0
lokasi parkir tamu pas penuh tidak_nyaman keluar masuk mobil sulit,hotel,negative,-1,0,0,0,0,0
petunjuk masuk lobi parkiran tulisan kecil nyasar pintu staff,hotel,negative,-1,0,0,0,0,0
ruang seminar kecil,hotel,negative,-1,0,0,0,0,0
tempat wudhu tidak_dipisah antata laki_laki perempuan,hotel,negative,-1,0,0,0,0,0
hotel bintang tapi fasilitas minim,hotel,negative,-1,0,0,0,0,0
parkir motor tidak_tertata rapi tidak_ada petunjuk_arah tempat_parkirnya,hotel,negative,-1,0,0,0,0,0
sinyal simpati buruk wifi buruk cacat kualitas wifi ganggu aktivitas kerja,hotel,negative,-1,0,0,0,0,0
pool seperti kolam_ikan,hotel,negative,-1,0,0,0,0,0
jaringan wifi minus tidak_layak,hotel,negative,-1,0,0,0,0,0
wifi tidak_ada,hotel,negative,-1,0,0,0,0,0
parkiran tidak_aman,hotel,negative,-1,0,0,0,0,0
saran tambah playground anak,hotel,negative,-1,0,0,0,0,0
tembok kusam kebersihan agar dapat perhatian lebih_serius,hotel,negative,-1,0,0,0,0,0
hanya sayang parkiran terbatas,hotel,negative,-1,0,0,0,0,0
hanya tempat_parkir tidak_nyaman,hotel,negative,-1,0,0,0,0,0
hanya matras yoga sudah kelihatan bodol,hotel,negative,-1,0,0,0,0,0
pas kebagian tangga,hotel,negative,-1,0,0,0,0,0
internet lelet,hotel,negative,-1,0,0,0,0,0
hotel tidak_nyaman,hotel,negative,-1,0,0,0,0,0
dalam kamar sinyal telepon buruk,hotel,negative,-1,0,0,0,0,0
akses kendaraan roda_dua lobi jauh,hotel,negative,-1,0,0,0,0,0
meeting_point grab gofood jauh lobi,hotel,negative,-1,0,0,0,0,0
hotel angker kena ganggu,hotel,negative,-1,0,0,0,0,0
terbangun suara musik lantai bawah keras,hotel,negative,-1,0,0,0,0,0
lift tidak_menggunakan sistem keamanan kartu,hotel,negative,-1,0,0,0,0,0
fasilitas keamanan tidak_ada,hotel,negative,-1,0,0,0,0,0
alat fitness tidak_lengkap tempat sauna rusak,hotel,negative,-1,0,0,0,0,0
playground sempit tidak_terawat,hotel,negative,-1,0,0,0,0,0
desain lorong menakutkan,hotel,negative,-1,0,0,0,0,0
tidak_ada tempat ibadah sholat,hotel,negative,-1,0,0,0,0,0
toilet driver tidak_banyak,hotel,negative,-1,0,0,0,0,0
parkir mobil tidak_memadai,hotel,negative,-1,0,0,0,0,0
lift panas pengap,hotel,negative,-1,0,0,0,0,0
suasana hotel seperti tempat uji nyali remang,hotel,negative,-1,0,0,0,0,0
jangan_harap menikmati internet lancar,hotel,negative,-1,0,0,0,0,0
tidak_ada tangga darurat,hotel,negative,-1,0,0,0,0,0
prasmanan kompor debu,hotel,negative,-1,0,0,0,0,0
lift seram goyang_goyang,hotel,negative,-1,0,0,0,0,0
lift tidak_ada ac,hotel,negative,-1,0,0,0,0,0
air pool warna hijau,hotel,negative,-1,0,0,0,0,0
hotel seram tidak_pencahayaan,hotel,negative,-1,0,0,0,0,0
fasilitas minibar tipu,hotel,negative,-1,0,0,0,0,0
fasilitas super hemat,hotel,negative,-1,0,0,0,0,0
parkir motor jauh,hotel,negative,-1,0,0,0,0,0
parkir basement tidak_terawat,hotel,negative,-1,0,0,0,0,0
perlu tambah informasi lokasi hotel,hotel,negative,-1,0,0,0,0,0
tingkatkan maintenance hotel,hotel,negative,-1,0,0,0,0,0
petunjuk_jalan hotel kurang,hotel,negative,-1,0,0,0,0,0
hotel tidak_seperti digambar dalam foto,hotel,negative,-1,0,0,0,0,0
pool tidak_layak_pakai,hotel,negative,-1,0,0,0,0,0
perlu diperbaiki tata letak lampu depan pintu,hotel,negative,-1,0,0,0,0,0
desain luar terkesan kumuh,hotel,negative,-1,0,0,0,0,0
jalan parkir rusak taman tidak_terawat,hotel,negative,-1,0,0,0,0,0
beberapa spot dalam tahap perbaikan,hotel,negative,-1,0,0,0,0,0
detail hotel tidak_sesuai standar hotel bintang_empat,hotel,negative,-1,0,0,0,0,0
lift maksimal empat orang,hotel,negative,-1,0,0,0,0,0
lorong bau keluar lift tidak_ada fentilasi udara,hotel,negative,-1,0,0,0,0,0
fasilitas lift tidak_memadai,hotel,negative,-1,0,0,0,0,0
lobi kecil menunggu lama mobil masuk,hotel,negative,-1,0,0,0,0,0
bangunan usang,hotel,negative,-1,0,0,0,0,0
seperti hotel tua,hotel,negative,-1,0,0,0,0,0
hotel tidak_terawat angker,hotel,negative,-1,0,0,0,0,0
petunjuk_jalan nama hotel kecil,hotel,negative,-1,0,0,0,0,0
tempat_parkir mobil tidak_ada sulit menurunkan barang,hotel,negative,-1,0,0,0,0,0
parkir sulit tidak_ada lahan parkir,hotel,negative,-1,0,0,0,0,0
bangunan tidak_terawat,hotel,negative,-1,0,0,0,0,0
petunjuk_jalan sulit terlihat,hotel,negative,-1,0,0,0,0,0
tidak_ada lokasi ibadah sholat,hotel,negative,-1,0,0,0,0,0
parkir pinggir_jalan,hotel,negative,-1,0,0,0,0,0
tidak_ada petunjuk_jalan,hotel,negative,-1,0,0,0,0,0
posisi bangunan hotel menempel jalan tidak_memungkinkan membawa mobil,hotel,negative,-1,0,0,0,0,0
tulisan nama hotel kecil,hotel,negative,-1,0,0,0,0,0
pintu gerbang seperti tidak_terawat,hotel,negative,-1,0,0,0,0,0
ada aroma bau tidak_enak,hotel,negative,-1,0,0,0,0,0
halaman depan tidak_nyaman parkir,hotel,negative,-1,0,0,0,0,0
kapasitas parkir kecil,hotel,negative,-1,0,0,0,0,0
gang tidak_ada papan nama,hotel,negative,-1,0,0,0,0,0
petunjuk_arah kiblat muslim tidak_ada,hotel,negative,-1,0,0,0,0,0
ruang sauna kecil campur cowok cewek,hotel,negative,-1,0,0,0,0,0
harus menyebrang jalan_raya sulit mau sarapan berenang,hotel,negative,-1,0,0,0,0,0
tidak_ada musik khas lobi koridor bunga dalam pot,hotel,negative,-1,0,0,0,0,0
seharusnya diberi peringatan pool tidak_diperkenankan merokok,hotel,negative,-1,0,0,0,0,0
ruang spa tidak_berfungsi peralatan gym area rusak perlu diganti,hotel,negative,-1,0,0,0,0,0
pool tidak_ada air_panas,hotel,negative,-1,0,0,0,0,0
wifi sinyal tidak_sampai kamar,hotel,negative,-1,0,0,0,0,0
parkir motor tidak_layak,hotel,negative,-1,0,0,0,0,0
tidak_ada fasilitas lift,hotel,negative,-1,0,0,0,0,0
petunjuk_jalan kecil,hotel,negative,-1,0,0,0,0,0
pool kotor banyak daun,hotel,negative,-1,0,0,0,0,0
parkiran terbuka tidak_ada atap,hotel,negative,-1,0,0,0,0,0
pool banyak kaporit,hotel,negative,-1,0,0,0,0,0
hotel gelap seram,hotel,negative,-1,0,0,0,0,0
hotel bau tidak_wangi,hotel,negative,-1,0,0,0,0,0
ac hotel panas pengap panas,hotel,negative,-1,0,0,0,0,0
tidak_ada mushalla,hotel,negative,-1,0,0,0,0,0
kolam agak licin,hotel,negative,-1,0,0,0,0,0
pool tidak_seperti bayangkan,hotel,negative,-1,0,0,0,0,0
petunjuk lokasi tidak_jelas,hotel,negative,-1,0,0,0,0,0
parkiran mobil sempit,hotel,negative,-1,0,0,0,0,0
tidak_pencahayaan malam lampu tidak_terang,hotel,negative,-1,0,0,0,0,0
parkiran tidak_memadai,hotel,negative,-1,0,0,0,0,0
lahan parkir mobil sempit,hotel,negative,-1,0,0,0,0,0
parkir motor jauh lobi,hotel,negative,-1,0,0,0,0,0
wifi diatur terbatas,hotel,negative,-1,0,0,0,0,0
wifi lancar waktu tertentu putus sendiri,hotel,negative,-1,0,0,0,0,0
lift mati tidak_bisa buka,hotel,negative,-1,0,0,0,0,0
lift rusak bahaya terkurung,hotel,negative,-1,0,0,0,0,0
minibar berbunyi berisik,hotel,negative,-1,0,0,0,0,0
tidak_ada airport shuttle akses bandara,hotel,negative,-1,0,0,0,0,0
tempat_parkir outdoor mobil kepanasan,hotel,negative,-1,0,0,0,0,0
tidak_ada tempat main anak,hotel,negative,-1,0,0,0,0,0
tidak_ramah_anak lorong suram lift rusak,hotel,negative,-1,0,0,0,0,0
kolam terlalu dingin,hotel,negative,-1,0,0,0,0,0
lorong lift gelap tidak_ada ac central,hotel,negative,-1,0,0,0,0,0
lift lambat,hotel,negative,-1,0,0,0,0,0
spot parkir sedikit,hotel,negative,-1,0,0,0,0,0
parkir mobil tidak_cukup,hotel,negative,-1,0,0,0,0,0
tidak_ada fasilitas pool,hotel,negative,-1,0,0,0,0,0
koneksi internet lambat,hotel,negative,-1,0,0,0,0,0
lift tidak_bisa perbaikan,hotel,negative,-1,0,0,0,0,0
